USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
IL	17031580501	492117	0	0.19	0.	41.819986	-87.6994962                                                                                                                                                   
IL	17031580502	494416	0	0.191	0.	41.8145617	-87.6993102                                                                                                                                                 
IL	17031580600	492790	0	0.19	0.	41.8173978	-87.6920314                                                                                                                                                  
IL	17031580700	550116	0	0.212	0.	41.8174935	-87.6868459                                                                                                                                                 
IL	17031580800	183294	0	0.071	0.	41.8102197	-87.6866436                                                                                                                                                 
IL	17031590500	572106	24222	0.221	0.009	41.8248978	-87.6804596                                                                                                                                          
IL	17031590600	347982	0	0.134	0.	41.8268332	-87.6729244                                                                                                                                                 
IL	17031590700	869830	12614	0.336	0.005	41.8260539	-87.6627888                                                                                                                                          
IL	17031600400	327229	0	0.126	0.	41.8417183	-87.6439322                                                                                                                                                 
IL	17031600600	394134	11665	0.152	0.005	41.8424685	-87.655751                                                                                                                                           
IL	17031600700	447251	39858	0.173	0.015	41.8407816	-87.660543                                                                                                                                           
IL	17031600900	382321	0	0.148	0.	41.836513	-87.6531428                                                                                                                                                  
IL	17031610300	2383657	0	0.92	0.	41.8161779	-87.6751022                                                                                                                                                 
IL	17031610400	163180	0	0.063	0.	41.8103984	-87.6674491                                                                                                                                                 
IL	17031610800	332497	0	0.128	0.	41.8127119	-87.6384046                                                                                                                                                 
IL	17031611200	327038	0	0.126	0.	41.8049939	-87.6624414                                                                                                                                                 
IL	17031611300	327029	0	0.126	0.	41.8049362	-87.6673039                                                                                                                                                 
IL	17031611400	326619	0	0.126	0.	41.8048929	-87.6721661                                                                                                                                                 
IL	17031611500	507432	0	0.196	0.	41.8053819	-87.678731                                                                                                                                                  
IL	17031611600	335433	0	0.13	0.	41.7976329	-87.676898                                                                                                                                                   
IL	17031611700	328310	0	0.127	0.	41.7975991	-87.6719762                                                                                                                                                 
IL	17031611800	327809	0	0.127	0.	41.7976477	-87.6671138                                                                                                                                                 
IL	17031611900	612381	41168	0.236	0.016	41.7985375	-87.6595552                                                                                                                                          
IL	17031612000	325911	0	0.126	0.	41.7978466	-87.652536                                                                                                                                                  
IL	17031612100	326357	0	0.126	0.	41.7979128	-87.6476808                                                                                                                                                 
IL	17031612200	898079	0	0.347	0.	41.8048761	-87.6527194                                                                                                                                                 
IL	17031620100	837583	0	0.323	0.	41.7980175	-87.7180257                                                                                                                                                 
IL	17031620200	577060	0	0.223	0.	41.7955215	-87.7292339                                                                                                                                                 
IL	17031620300	992183	0	0.383	0.	41.7895025	-87.7304438                                                                                                                                                 
IL	17031620400	656282	0	0.253	0.	41.7896382	-87.7181682                                                                                                                                                 
IL	17031630300	985487	0	0.38	0.	41.798862	-87.7086378                                                                                                                                                   
IL	17031630400	658248	0	0.254	0.	41.7972545	-87.6987811                                                                                                                                                 
IL	17031630500	657659	0	0.254	0.	41.7974279	-87.6890171                                                                                                                                                 
IL	17031630600	1102329	0	0.426	0.	41.8012095	-87.6888524                                                                                                                                                
IL	17031630800	655815	0	0.253	0.	41.7899652	-87.6985725                                                                                                                                                 
IL	17031630900	659762	0	0.255	0.	41.7898114	-87.7083655                                                                                                                                                 
IL	17031640100	305457	0	0.118	0.	41.7819196	-87.7398608                                                                                                                                                 
IL	17031640300	1324645	0	0.511	0.	41.7815321	-87.7716353                                                                                                                                                
IL	17031640400	1334945	0	0.515	0.	41.7811784	-87.7912474                                                                                                                                                
IL	17031640500	661917	0	0.256	0.	41.7756825	-87.7909879                                                                                                                                                 
IL	17031640600	659757	0	0.255	0.	41.7760362	-87.7714298                                                                                                                                                 
IL	17031640700	657092	0	0.254	0.	41.7764111	-87.7519356                                                                                                                                                 
IL	17031640800	326769	0	0.126	0.	41.7748241	-87.7397422                                                                                                                                                 
IL	17031650100	673422	0	0.26	0.	41.7823766	-87.7178549                                                                                                                                                  
IL	17031650200	991073	0	0.383	0.	41.7822221	-87.7302252                                                                                                                                                 
IL	17031650301	985558	0	0.381	0.	41.7749275	-87.7299916                                                                                                                                                 
IL	17031650302	664019	0	0.256	0.	41.7750931	-87.7177331                                                                                                                                                 
IL	17031650400	1102193	0	0.426	0.	41.7653118	-87.7171651                                                                                                                                                
IL	17031650500	3246103	0	1.253	0.	41.7622187	-87.7320352                                                                                                                                                
IL	17031660301	163782	0	0.063	0.	41.7799541	-87.6982872                                                                                                                                                 
IL	17031660302	491837	0	0.19	0.	41.7835957	-87.6983926                                                                                                                                                  
IL	17031660400	645646	0	0.249	0.	41.7825321	-87.7080441                                                                                                                                                 
IL	17031660500	657188	0	0.254	0.	41.7752461	-87.7079271                                                                                                                                                 
IL	17031660600	658608	0	0.254	0.	41.7772873	-87.6933406                                                                                                                                                 
IL	17031660700	480681	0	0.186	0.	41.7738452	-87.6810955                                                                                                                                                 
IL	17031660800	655390	0	0.253	0.	41.7736413	-87.6932656                                                                                                                                                 
IL	17031660900	1811423	161566	0.699	0.062	41.7678191	-87.699063                                                                                                                                         
IL	17031661000	1118966	0	0.432	0.	41.7618177	-87.6850469                                                                                                                                                
IL	17031661100	1295866	0	0.5	0.	41.7607864	-87.7026636                                                                                                                                                  
IL	17031670100	326892	0	0.126	0.	41.7904937	-87.6572084                                                                                                                                                 
IL	17031670200	326542	0	0.126	0.	41.7904247	-87.6620627                                                                                                                                                 
IL	17031670300	326330	0	0.126	0.	41.7903576	-87.6669167                                                                                                                                                 
IL	17031670400	326418	0	0.126	0.	41.7902996	-87.6717698                                                                                                                                                 
IL	17031670500	622494	0	0.24	0.	41.786578	-87.6764044                                                                                                                                                   
IL	17031670600	327032	0	0.126	0.	41.7830054	-87.6715772                                                                                                                                                 
IL	17031670700	326730	0	0.126	0.	41.7830686	-87.6667315                                                                                                                                                 
IL	17031670800	326299	0	0.126	0.	41.7831442	-87.661879                                                                                                                                                  
IL	17031670900	326291	0	0.126	0.	41.7832124	-87.657022                                                                                                                                                  
IL	17031671100	245194	0	0.095	0.	41.7767771	-87.6617159                                                                                                                                                 
IL	17031671200	244922	0	0.095	0.	41.7766993	-87.6665823                                                                                                                                                 
IL	17031671300	484665	0	0.187	0.	41.7739015	-87.6713493                                                                                                                                                 
IL	17031671400	495626	0	0.191	0.	41.7737921	-87.6762289                                                                                                                                                 
IL	17031671500	741246	0	0.286	0.	41.7681722	-87.6696315                                                                                                                                                 
IL	17031671600	407164	0	0.157	0.	41.7694999	-87.6615113                                                                                                                                                 
IL	17031671800	324235	0	0.125	0.	41.761401	-87.6564481                                                                                                                                                  
IL	17031671900	322062	0	0.124	0.	41.7613256	-87.6612802                                                                                                                                                 
IL	17031672000	995092	0	0.384	0.	41.7611983	-87.6711281                                                                                                                                                 
IL	17031680500	326856	0	0.126	0.	41.7905639	-87.6523524                                                                                                                                                 
IL	17031680600	326466	0	0.126	0.	41.7832811	-87.6521652                                                                                                                                                 
IL	17031680900	1032879	0	0.399	0.	41.7764305	-87.6376304                                                                                                                                                
IL	17031681000	652467	0	0.252	0.	41.7760398	-87.6495479                                                                                                                                                 
IL	17031681100	652438	0	0.252	0.	41.7687665	-87.6493595                                                                                                                                                 
IL	17031681200	794733	0	0.307	0.	41.7691893	-87.6384976                                                                                                                                                 
IL	17031681300	718139	0	0.277	0.	41.7611807	-87.6398423                                                                                                                                                 
IL	17031681400	646368	0	0.25	0.	41.7615223	-87.6491706                                                                                                                                                  
IL	17031690300	512681	0	0.198	0.	41.7686693	-87.6290093                                                                                                                                                 
IL	17031690400	651075	0	0.251	0.	41.769259	-87.6202039                                                                                                                                                  
IL	17031690500	323161	0	0.125	0.	41.7681794	-87.6121031                                                                                                                                                 
IL	17031690900	655477	0	0.253	0.	41.7621424	-87.6103447                                                                                                                                                 
IL	17031691000	648676	0	0.25	0.	41.7619654	-87.6200151                                                                                                                                                  
IL	17031691100	675743	0	0.261	0.	41.7617135	-87.6298721                                                                                                                                                 
IL	17031691200	1003068	10662	0.387	0.004	41.7526208	-87.6304113                                                                                                                                         
IL	17031691300	647447	0	0.25	0.	41.7546811	-87.6198472                                                                                                                                                  
IL	17031691400	656684	0	0.254	0.	41.7548455	-87.6101685                                                                                                                                                 
IL	17031691500	674522	0	0.26	0.	41.7550528	-87.6002666                                                                                                                                                  
IL	17031700100	2311840	0	0.893	0.	41.7535935	-87.6953091                                                                                                                                                
IL	17031700200	1614071	0	0.623	0.	41.7529893	-87.723784                                                                                                                                                 
IL	17031700301	1275707	0	0.493	0.	41.7456225	-87.7317117                                                                                                                                                
IL	17031700302	1319649	0	0.51	0.	41.7383652	-87.7313064                                                                                                                                                 
IL	17031700401	1482529	0	0.572	0.	41.7455372	-87.7120355                                                                                                                                                
IL	17031700402	1148944	0	0.444	0.	41.7382302	-87.7118234                                                                                                                                                
IL	17031700501	1670340	0	0.645	0.	41.7462133	-87.6903423                                                                                                                                                
IL	17031700502	1722969	0	0.665	0.	41.7388522	-87.6887683                                                                                                                                                
IL	17031710100	215116	0	0.083	0.	41.7533918	-87.6419713                                                                                                                                                 
IL	17031710200	741782	0	0.286	0.	41.7551131	-87.6514252                                                                                                                                                 
IL	17031710300	327581	0	0.126	0.	41.7540485	-87.6611057                                                                                                                                                 
IL	17031710400	1002458	0	0.387	0.	41.7539184	-87.6709328                                                                                                                                                
IL	17031710500	748404	0	0.289	0.	41.7475316	-87.6707874                                                                                                                                                 
IL	17031710600	244933	0	0.095	0.	41.74766	-87.6609434                                                                                                                                                   
IL	17031710700	490083	0	0.189	0.	41.74711	-87.656884                                                                                                                                                    
IL	17031710800	816273	0	0.315	0.	41.7478366	-87.6488126                                                                                                                                                 
IL	17031710900	990948	0	0.383	0.	41.7421461	-87.6396893                                                                                                                                                 
IL	17031711000	654358	0	0.253	0.	41.7396436	-87.6485811                                                                                                                                                 
IL	17031711100	653926	0	0.252	0.	41.7395016	-87.6583002                                                                                                                                                 
IL	17031711200	1102231	0	0.426	0.	41.7405561	-87.6698252                                                                                                                                                
IL	17031711300	350019	0	0.135	0.	41.7335044	-87.6672855                                                                                                                                                 
IL	17031711400	745157	0	0.288	0.	41.7336614	-87.6521168                                                                                                                                                 
IL	17031711500	649295	0	0.251	0.	41.7324402	-87.6386888                                                                                                                                                 
IL	17031720100	1965312	0	0.759	0.	41.7276164	-87.6747355                                                                                                                                                
IL	17031720200	1672473	0	0.646	0.	41.7130417	-87.6660545                                                                                                                                                
IL	17031720300	1264753	0	0.488	0.	41.7139198	-87.6771439                                                                                                                                                
IL	17031720400	663284	0	0.256	0.	41.7099918	-87.6866686                                                                                                                                                 
IL	17031720500	1042167	0	0.402	0.	41.7028353	-87.6891011                                                                                                                                                
IL	17031720600	582372	0	0.225	0.	41.7027764	-87.677207                                                                                                                                                  
IL	17031720700	1049859	0	0.405	0.	41.7031071	-87.6651388                                                                                                                                                
IL	17031730100	656951	0	0.254	0.	41.7251952	-87.6384256                                                                                                                                                 
IL	17031730201	998832	0	0.386	0.	41.7268625	-87.6579016                                                                                                                                                 
IL	17031730202	872692	0	0.337	0.	41.7264299	-87.6485425                                                                                                                                                 
IL	17031730300	297371	0	0.115	0.	41.7274693	-87.6645667                                                                                                                                                 
IL	17031730400	1285204	0	0.496	0.	41.7178408	-87.6526479                                                                                                                                                
IL	17031730500	1317608	0	0.509	0.	41.7142653	-87.6381377                                                                                                                                                
IL	17031730600	1007256	0	0.389	0.	41.7106003	-87.6504857                                                                                                                                                
IL	17031730700	988114	0	0.382	0.	41.7030817	-87.6500793                                                                                                                                                 
IL	17031740100	891330	0	0.344	0.	41.6972859	-87.6986083                                                                                                                                                 
IL	17031740200	1962882	0	0.758	0.	41.7047017	-87.7127057                                                                                                                                                
IL	17031740300	1320728	0	0.51	0.	41.6950694	-87.7107233                                                                                                                                                 
IL	17031740400	2838804	0	1.096	0.	41.6872391	-87.7193158                                                                                                                                                
IL	17031750100	1285527	0	0.496	0.	41.6958345	-87.6520283                                                                                                                                                
IL	17031750200	1311132	0	0.506	0.	41.6956647	-87.6714247                                                                                                                                                
IL	17031750300	661763	0	0.256	0.	41.6953911	-87.6861726                                                                                                                                                 
IL	17031750400	995559	0	0.384	0.	41.6856566	-87.685071                                                                                                                                                  
IL	17031750500	2636170	0	1.018	0.	41.6846154	-87.6712334                                                                                                                                                
IL	17031750600	1316350	0	0.508	0.	41.6886312	-87.6520493                                                                                                                                                
IL	17031760801	1300063	0	0.502	0.	41.9834867	-87.8448495                                                                                                                                                
IL	17031760802	6189567	24085	2.39	0.009	41.9561268	-87.842621                                                                                                                                           
IL	17031760803	762869	0	0.295	0.	41.9753408	-87.8441356                                                                                                                                                 
IL	17031770201	2811950	15346	1.086	0.006	41.9976219	-88.0176952                                                                                                                                         
IL	17031770202	10961428	868307	4.232	0.335	42.0286697	-88.0219089                                                                                                                                       
IL	17031770300	14379520	30263	5.552	0.012	42.0411009	-88.0063939                                                                                                                                        
IL	17031770400	5175591	18740	1.998	0.007	42.0246767	-87.9740263                                                                                                                                         
IL	17031770500	6753655	0	2.608	0.	42.0080063	-87.9447433                                                                                                                                                
IL	17031770601	2767944	0	1.069	0.	42.0291453	-87.9087421                                                                                                                                                
IL	17031770602	5390210	153161	2.081	0.059	42.011911	-87.9074973                                                                                                                                         
IL	17031770700	4677383	0	1.806	0.	41.9854357	-87.8694197                                                                                                                                                
IL	17031770800	3925188	0	1.516	0.	41.9633197	-87.8664226                                                                                                                                                
IL	17031770901	1239068	0	0.478	0.	41.970556	-87.8168604                                                                                                                                                 
IL	17031770902	1162648	0	0.449	0.	41.9700602	-87.8361806                                                                                                                                                
IL	17031800100	3168956	3084876	1.224	1.191	42.1339745	-87.7477294                                                                                                                                       
IL	17031800200	6955799	497003	2.686	0.192	42.1344071	-87.7711018                                                                                                                                        
IL	17031800300	3234540	207366	1.249	0.08	42.1125387	-87.7574932                                                                                                                                         
IL	17031800400	2964651	3498338	1.145	1.351	42.1116252	-87.7290577                                                                                                                                       
IL	17031800500	3396079	0	1.311	0.	42.1002317	-87.7407481                                                                                                                                                
IL	17031800600	1539777	0	0.595	0.	42.0887818	-87.7143339                                                                                                                                                
IL	17031800700	3984215	0	1.538	0.	42.0847062	-87.7425824                                                                                                                                                
IL	17031800800	4148396	98380	1.602	0.038	42.09722	-87.7586298                                                                                                                                           
IL	17031800900	2132398	0	0.823	0.	42.0735095	-87.7527614                                                                                                                                                
IL	17031801000	2533873	0	0.978	0.	42.0723092	-87.7348644                                                                                                                                                
IL	17031801100	1873164	0	0.723	0.	42.0751828	-87.7149697                                                                                                                                                
IL	17031801200	1939107	3500828	0.749	1.352	42.0788722	-87.68483                                                                                                                                         
IL	17031801300	1873798	0	0.723	0.	42.0741035	-87.6970402                                                                                                                                                
IL	17031801400	1434291	0	0.554	0.	42.0711418	-87.7656006                                                                                                                                                
IL	17031801500	10122968	104465	3.908	0.04	42.1399021	-87.8145971                                                                                                                                        
IL	17031801601	6479640	0	2.502	0.	42.1452894	-87.863023                                                                                                                                                 
IL	17031801603	8032277	152920	3.101	0.059	42.087117	-87.8770893                                                                                                                                         
IL	17031801605	4718452	75315	1.822	0.029	42.1291981	-87.8632115                                                                                                                                         
IL	17031801606	6282271	40314	2.426	0.016	42.1163254	-87.8687084                                                                                                                                         
IL	17031801607	5578921	0	2.154	0.	42.089417	-87.8589238                                                                                                                                                 
IL	17031801608	6810863	73692	2.63	0.028	42.1064279	-87.8310901                                                                                                                                          
IL	17031801701	2167634	0	0.837	0.	42.1264867	-87.8429419                                                                                                                                                
IL	17031801702	3334398	13426	1.287	0.005	42.1252389	-87.8281456                                                                                                                                         
IL	17031801800	10723316	334524	4.14	0.129	42.1151825	-87.7875818                                                                                                                                        
IL	17031801901	3911136	109657	1.51	0.042	42.094993	-87.8008408                                                                                                                                          
IL	17031801902	3175295	0	1.226	0.	42.0865354	-87.7833677                                                                                                                                                
IL	17031802002	3236864	0	1.25	0.	42.0732542	-87.8320839                                                                                                                                                 
IL	17031802003	1712240	0	0.661	0.	42.0795988	-87.8456411                                                                                                                                                
IL	17031802004	1072961	0	0.414	0.	42.0693032	-87.8537258                                                                                                                                                
IL	17031802100	1845010	0	0.712	0.	42.0722616	-87.8115442                                                                                                                                                
IL	17031802200	4437336	0	1.713	0.	42.0729443	-87.7881169                                                                                                                                                
IL	17031802300	5204580	0	2.009	0.	42.0904797	-87.8242139                                                                                                                                                
IL	17031802402	5417488	75626	2.092	0.029	42.1479523	-87.9100992                                                                                                                                         
IL	17031802403	561475	0	0.217	0.	42.1418701	-87.9531258                                                                                                                                                 
IL	17031802404	2551828	0	0.985	0.	42.1477505	-87.9440326                                                                                                                                                
IL	17031802503	1929713	0	0.745	0.	42.1316179	-87.9537744                                                                                                                                                
IL	17031802504	3403957	19498	1.314	0.008	42.1343263	-87.9370604                                                                                                                                         
IL	17031802505	7053776	44923	2.723	0.017	42.122275	-87.9126363                                                                                                                                          
IL	17031802506	3703831	0	1.43	0.	42.1299534	-87.8977629                                                                                                                                                 
IL	17031802605	5250966	0	2.027	0.	42.097126	-87.9129492                                                                                                                                                 
IL	17031802607	1855268	78992	0.716	0.03	42.0979804	-87.933148                                                                                                                                           
IL	17031802608	4380134	0	1.691	0.	42.1009482	-87.9488888                                                                                                                                                
IL	17031802609	974033	0	0.376	0.	42.1053603	-87.8996709                                                                                                                                                 
IL	17031802610	1281200	0	0.495	0.	42.0976999	-87.8954887                                                                                                                                                
IL	17031802701	3206985	0	1.238	0.	42.0843917	-87.9166479                                                                                                                                                
IL	17031802702	5659568	0	2.185	0.	42.0742533	-87.9076154                                                                                                                                                
IL	17031802801	2926591	41892	1.13	0.016	42.0826842	-87.9568289                                                                                                                                          
IL	17031802802	3572573	0	1.379	0.	42.071667	-87.9432469                                                                                                                                                 
IL	17031802900	4547460	0	1.756	0.	42.0971614	-87.9690169                                                                                                                                                
IL	17031803005	3050593	0	1.178	0.	42.1322418	-87.9920463                                                                                                                                                
IL	17031803007	2567284	0	0.991	0.	42.1317433	-87.9706739                                                                                                                                                
IL	17031803008	2516508	0	0.972	0.	42.1181133	-87.9704677                                                                                                                                                
IL	17031803010	2585559	28559	0.998	0.011	42.1512524	-87.979999                                                                                                                                          
IL	17031803012	1470718	0	0.568	0.	42.1432824	-87.995232                                                                                                                                                 
IL	17031803013	1991944	0	0.769	0.	42.143092	-87.9718935                                                                                                                                                 
IL	17031803014	1266250	28253	0.489	0.011	42.1188515	-87.9327845                                                                                                                                         
IL	17031803015	3306156	0	1.277	0.	42.1164128	-87.9496249                                                                                                                                                
IL	17031803016	1029774	0	0.398	0.	42.1208172	-87.986523                                                                                                                                                 
IL	17031803017	2969423	0	1.147	0.	42.1191707	-87.9982585                                                                                                                                                
IL	17031803100	1738132	0	0.671	0.	42.1003925	-87.9864133                                                                                                                                                
IL	17031803200	2773990	0	1.071	0.	42.0988438	-87.9976755                                                                                                                                                
IL	17031803300	1987423	0	0.767	0.	42.0850701	-87.9894768                                                                                                                                                
IL	17031803400	3077022	0	1.188	0.	42.0745454	-87.9711873                                                                                                                                                
IL	17031803500	2951704	0	1.14	0.	42.0739284	-87.9940638                                                                                                                                                 
IL	17031803603	10112403	0	3.904	0.	42.1203621	-88.0953704                                                                                                                                               
IL	17031803604	2518649	0	0.972	0.	42.1298817	-88.0409769                                                                                                                                                
IL	17031803605	3191637	40495	1.232	0.016	42.1280433	-88.0248514                                                                                                                                         
